Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (miles),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (miles),Distance in Speed Zone 2  (miles),Distance in Speed Zone 3  (miles),Distance in Speed Zone 4  (miles),Distance in Speed Zone 5  (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (miles),Distance in Deceleration Zones: 1 - 2 m/s/s  (miles),Distance in Deceleration Zones: 2 - 3 m/s/s  (miles),Distance in Deceleration Zones: 3 - 4 m/s/s  (miles),Distance in Deceleration Zones: > 4 m/s/s  (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (miles),Distance in Acceleration Zones: 1 - 2 m/s/s  (miles),Distance in Acceleration Zones: 2 - 3 m/s/s  (miles),Distance in Acceleration Zones: 3 - 4 m/s/s  (miles),Distance in Acceleration Zones: > 4 m/s/s  (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (miles),Distance in Power Zone: 5 - 10 w/kg  (miles),Distance in Power Zone: 10 - 15 w/kg  (miles),Distance in Power Zone: 15 - 20 w/kg  (miles),Distance in Power Zone: 20 - 25 w/kg  (miles),Distance in Power Zone: 25 - 30 w/kg  (miles),Distance in Power Zone: 30 - 35 w/kg  (miles),Distance in Power Zone: 35 - 40 w/kg  (miles),Distance in Power Zone: 40 - 45 w/kg  (miles),Distance in Power Zone: 45 - 50 w/kg  (miles),Distance in Power Zone: > 50 w/kg  (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
44834,vs. UMass,Medico,3Q,game,44834.6645,44834.67949,1295,1.3354,121.281,17,253.1897,0,0,0,84.239,6.9556,99.5744,7.7933,47.4741,0,5.8178,4.8519,0.6879,0.44,0.1322,0.0553,0.0201,1034.8,194,44.7,16.1,5,1,0,0,0,0,0,8,7,2,0,0.5371,0.1035,0.0288,0.0058,0.0021,429,68.6,18.7,3.3,1.1,0.5314,0.105,0.0174,0.0028,0.0014,676.5,79.6,13.9,2.7,1.2,0.1249,0.3382,0.3257,0.2932,0.1547,0.0571,0.0172,0.01,0.0061,0.0028,0.0057,574.3,310,187.8,125.7,58.9,21.7,6.6,3.8,2.2,1.2,2.4,0,0,0,0,0,0,65,32,6,2,0,55,36,7,3
44834,vs. UMass,Wasyliw,3Q,game,44834.6645,44834.67949,1294,1.1552,112.792,13,85.8158,0,0,0,88.9209,6.5689,86.1996,6.8488,38.6404,0,5.3815,4.4756,0.5914,0.3813,0.1123,0.0559,0.0141,1067.9,168.8,37.8,16.4,3.6,52,0,0,0,0,0,8,3,1,1,0.4273,0.1012,0.0305,0.0083,0.0029,447,67.5,18.1,4.4,1.4,0.4636,0.1009,0.0162,0.0032,0.0009,666.9,73.3,12.7,2.5,0.7,0.1392,0.2867,0.2589,0.2285,0.1266,0.0613,0.0237,0.0158,0.0052,0.0037,0.0055,678.3,279.5,144.2,100.4,48.4,22.5,9.8,5.7,1.8,1.4,2.5,0,0,0,0,0,0,54,30,8,3,0,34,35,10,6
44834,vs. UMass,Burns,3Q,game,44834.6645,44834.67949,1294,0.2899,5.773,1,50.1365,0,0,0,19.2098,5.2445,21.6357,1.5433,11.3712,0,2.3475,3.2311,0.1989,0.0687,0.0187,0.0036,0,1257.4,29.8,6.2,1.1,0,0,0,0,0,0,0,0,0,1,0,0.1383,0.0101,0.0006,0,0,227.4,9.8,0.6,0,0,0.1292,0.011,0.0006,0.0001,0,1044.8,10.9,0.9,0.1,0,0.0444,0.1348,0.0382,0.0427,0.0269,0.0027,0.0003,0,0,0,0,1122.5,121.4,20.9,18.3,10.1,1.2,0.1,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,12,3,0,0
44834,vs. UMass,Rodrigo,3Q,game,44834.6645,44834.67949,1295,1.1408,62.362,7,214.1181,0,0,0,84.6544,6.2845,85.0634,6.5907,34.25,0,6,4.3,0.822,0.2363,0.0438,0.0288,0.0099,1163.9,104.9,14.9,8.3,2.6,27,0,0,0,0,0,4,2,1,0,0.4469,0.082,0.0307,0.009,0.0031,530.6,62.2,19.2,5.1,1.5,0.4675,0.0788,0.017,0.0054,0.0005,588.4,69,13.7,4.3,0.6,0.2766,0.3653,0.2164,0.1464,0.0642,0.0324,0.018,0.0089,0.0049,0.0028,0.005,680.1,361.8,130.6,66.6,26.2,13.1,7,3.2,2.2,1.4,2.4,0,0,0,0,0,0,48,22,13,4,0,37,29,13,6
44834,vs. UMass,Hackman,3Q,game,44834.6645,44834.67949,1294,0.5611,61.489,10,108.1493,0,0,0,44.5949,6.1,41.8704,3.3292,17.7598,0,5.6371,3.9704,0.3066,0.1605,0.0558,0.0343,0.0039,1195.1,69.7,18.7,10,1,2,0,0,0,0,0,5,5,0,0,0.212,0.0446,0.0138,0.0069,0.0033,476.1,31,8,3.7,1.8,0.2192,0.0505,0.008,0.0028,0,725.5,40,6.3,2.1,0,0.0928,0.1376,0.1002,0.103,0.0737,0.0264,0.0129,0.0059,0.003,0.002,0.0035,1007.2,136.4,57.8,45.3,27.4,9.9,4.6,2.3,1.3,0.8,1.5,0,0,0,0,0,0,17,15,5,1,0,15,12,6,7
44834,vs. UMass,Hughes,3Q,game,44834.6645,44834.67949,1295,0.1477,0,0,23.5089,0,0,0,18.8746,1.6622,11.0163,0.7236,1.1046,0,0,0,0.1477,0,0,0,0,1294.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774,0.0018,0,0,0,473.8,3.7,0,0,0,0.0674,0.0012,0,0,0,813,4.1,0,0,0,0.1142,0.0336,0,0,0,0,0,0,0,0,0,1257.3,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
44834,vs. UMass,Balduzzi,3Q,game,44834.6645,44834.67949,1295,1.2667,23.431,4,231.7011,0,0,0,79.8935,6.2734,94.4524,7.1319,45.0873,0,5.4869,4.426,0.8604,0.3691,0.0226,0.0111,0.0035,1113.9,168.9,7.7,3.2,0.9,2,0,0,0,0,0,4,0,0,0,0.5058,0.0968,0.0198,0.0056,0.0022,519.2,76.6,14.4,3.7,1.3,0.5441,0.0814,0.0093,0.0014,0.0005,592.7,74.9,9.7,1.6,0.5,0.1872,0.4182,0.3821,0.1905,0.0523,0.0212,0.0087,0.0021,0.0023,0.0014,0.0007,532,414.2,218.9,90.5,23.6,9,3.7,0.8,1,0.5,0.4,0,0,0,0,0,0,73,24,5,2,0,63,28,8,6
44834,vs. UMass,Holzman,3Q,game,44834.6645,44834.67949,1295,1.4463,71.711,15,273.7249,0,0,0,89.2018,5.6578,107.8424,8.4254,53.4296,0,5.326,5.5926,0.8152,0.453,0.1335,0.0446,0,1037,199.2,45.2,13.2,0,12,0,0,0,0,0,8,6,1,0,0.5459,0.1177,0.0374,0.0099,0.0045,507.6,80.1,21.3,5.5,2.2,0.5811,0.1255,0.0216,0.002,0.0007,569.6,88.2,17.4,2.1,0.6,0.1527,0.4774,0.2768,0.2958,0.145,0.0533,0.024,0.0124,0.0059,0.0016,0.0012,442.4,468.8,155.4,128.7,57.5,22.3,10.2,5.2,2.8,0.7,0.6,0,0,0,0,0,0,56,39,10,3,0,47,30,18,6
44834,vs. UMass,Tollaksen,3Q,game,44834.6645,44834.67949,1295,1.1715,67.117,15,224.0043,0,0,0,79.1593,5.9934,87.3524,6.895,40.2132,0,5.48,4.7911,0.6221,0.395,0.1127,0.0383,0.0034,1071,173.5,38,11.2,0.9,16,0,0,0,0,0,8,6,1,0,0.4564,0.0944,0.0317,0.0091,0.003,475.1,66.1,18,4.5,1.2,0.449,0.1072,0.0173,0.0031,0.0003,629.4,81.3,15.7,2.9,0.4,0.1482,0.3205,0.2377,0.2498,0.1104,0.057,0.0234,0.0125,0.0066,0.0031,0.0022,650.4,316.6,133.8,108.6,43.2,22.3,9.6,4.9,2.7,1.3,1.2,0,0,0,0,0,0,46,28,9,2,0,32,32,13,6
44834,vs. UMass,Streib,3Q,game,44834.6645,44834.67949,1295,0.0914,0,0,14.3004,0,0,0,19.9971,1.5645,6.8188,0.4402,0.2395,0,0,0,0.0914,0,0,0,0,1294.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477,0.0014,0,0,0,588.8,2.9,0,0,0,0.0422,0.0002,0,0,0,701.8,1.1,0,0,0,0.0779,0.0135,0,0,0,0,0,0,0,0,0,1278.9,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44834,vs. UMass,Alexis Rainey,3Q,game,44834.6645,44834.67949,1295,0.0787,0,0,11.2728,0,0,0,25.4357,3.0667,5.8715,0.3855,1.2127,0,0,0,0.076,0.0027,0,0,0,1293.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402,0.0019,0,0,0,639.2,2,0,0,0,0.036,0.0007,0,0,0,652.2,1.2,0,0,0,0.0546,0.0138,0.009,0.0013,0.0002,0,0,0,0,0,0,1277.2,11.2,5.4,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
44834,vs. UMass,Espona,3Q,game,44834.6645,44834.67949,1294,0.3932,15.446,3,72.9536,0,0,0,32.6806,5.48,29.3415,2.2457,11.966,0,3.7334,4.3,0.2203,0.1372,0.0261,0.0096,0,1220.7,62.1,8.8,2.9,0,0,0,0,0,0,0,0,3,0,0,0.1869,0.0274,0.0041,0.0016,0,454.1,20.2,2.6,1,0,0.1378,0.0284,0.0058,0.0008,0.0004,788.1,22,5.1,1.1,0.3,0.0808,0.0856,0.1069,0.0681,0.0299,0.0104,0.0065,0.0031,0.0007,0.0008,0.0003,1099.8,84.9,57.5,30.2,12.5,4.3,2.8,1.6,0.3,0.4,0.2,0,0,0,0,0,0,10,10,3,1,0,15,6,3,0
44834,vs. UMass,Reilly,3Q,game,44834.6645,44834.67949,1295,0.1008,0,0,16.1925,0,0,0,17.2173,2.6956,7.5183,0.4984,1.7998,0,0,0,0.1008,0,0,0,0,1294.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0508,0.0032,0,0,0,421.8,5.7,0,0,0,0.0451,0.0017,0,0,0,862.6,4.5,0,0,0,0.0597,0.0379,0.0026,0.0006,0,0,0,0,0,0,0,1252.5,40,1.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
44834,vs. UMass,McCann,3Q,game,44834.6645,44834.67949,1295,1.1158,78.714,10,209.8617,0,0,0,78.9293,6.2223,83.197,6.4597,36.1038,0,4.226,3.76,0.5346,0.4448,0.0875,0.0455,0.0034,1053.8,197.1,29.5,13.3,0.9,18,0,0,0,0,0,4,4,2,0,0.4457,0.0924,0.0206,0.0052,0.0014,433,64,13,3.3,0.9,0.4563,0.0754,0.0155,0.0033,0,700.2,64.1,13.3,2.8,0,0.1528,0.2097,0.3012,0.2641,0.1143,0.0372,0.0194,0.0071,0.0051,0.0021,0.0027,739,201.4,166.3,115.6,43.1,14.4,7.5,2.7,2.2,1,1.4,0,0,0,0,0,0,46,22,10,0,0,42,24,5,4
44834,vs. UMass,Johnson,3Q,game,44834.6645,44834.67949,1295,1.1405,78.847,14,212.4583,0,0,0,78.6877,6.1289,85.0399,6.5396,35.7717,0,4.7037,3.7037,0.6973,0.3208,0.0733,0.0433,0.0057,1112.8,143.1,24.6,12.6,1.5,8,0,0,0,0,0,8,4,1,1,0.4871,0.0954,0.0136,0.0037,0.0013,516.1,62,8.5,2.1,0.7,0.4342,0.0865,0.0176,0.0011,0,623.4,66.4,14.3,1.1,0,0.2077,0.3339,0.2353,0.1801,0.1045,0.0459,0.0194,0.0083,0.0028,0.0019,0.0007,675.2,332.8,132,81.7,41.1,17.8,8.1,3.7,1.1,0.8,0.3,0,0,0,0,0,0,41,29,4,0,0,46,19,6,4
44836,vs. Georgetown,Hackman,3Q,game,44836.49592,44836.51233,1419,0.5903,90.099,10,115.1457,0,0,0,44.461,6.1467,40.1656,3.234,16.2814,83,5.2089,4.4934,0.2851,0.1847,0.0644,0.0506,0.0054,1299.6,81.5,21.6,14.7,1.4,4,0,0,0,0,0,3,5,2,0,0.2225,0.0445,0.0197,0.007,0.0035,406,32.1,11.7,3.6,1.9,0.2201,0.0605,0.0104,0.0017,0.0003,905.7,46.7,9,1.9,0.2,0.0982,0.1088,0.1185,0.1126,0.0841,0.0345,0.0174,0.0083,0.0042,0.002,0.0018,1136.7,108.6,68.5,48.6,30.7,13,6.2,3.2,1.5,1,0.8,1418.7,0,0,0,0,0,21,18,5,1,0,18,13,3,7
44836,vs. Georgetown,Hughes,3Q,game,44836.49592,44836.51233,1419,0.1042,0,0,17.292,0,0,0,25.6411,4.2089,7.0874,0.4857,1.6213,72,2.0482,0,0.0637,0.0405,0,0,0,1401.4,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517,0.0021,0.0001,0,0,634.8,1.4,0.1,0,0,0.0487,0.0014,0,0,0,780.9,1.4,0,0,0,0.0531,0.0055,0.0154,0.0233,0.0057,0.0008,0.0003,0,0,0,0,1392.5,5.8,7.9,9.7,2.3,0.3,0.1,0,0,0,0,1418.6,0,0,0,0,0,3,0,0,0,0,0,1,0,0
44836,vs. Georgetown,Balduzzi,3Q,game,44836.49592,44836.51233,1419,1.2152,57.406,5,225.47,0,0,0,83.9831,7.0689,82.6934,6.3326,37.0242,110,4.3889,4.0371,0.7543,0.3691,0.0562,0.0139,0.0218,1224.1,166.3,19.1,4,5.3,7,0,0,0,0,0,3,1,1,0,0.4867,0.1067,0.0241,0.0042,0.0005,577.6,80.9,18.7,3,0.3,0.4916,0.0811,0.0178,0.0024,0.0002,641.3,77.5,16.9,2.4,0.2,0.2117,0.359,0.3104,0.2051,0.0612,0.0328,0.0194,0.0095,0.0048,0.0005,0.0009,743.7,354.7,175.7,92.5,26.3,12.1,7.2,4,2,0.2,0.4,1418.7,0,0,0,0,0,56,33,9,1,0,42,37,12,1
44836,vs. Georgetown,Reilly,3Q,game,44836.49592,44836.51233,1419,0.0932,0,0,15.4932,0,0,0,14.7015,4.0667,6.3455,0.4352,1.6001,117,2.5852,0,0.0523,0.0406,0.0003,0,0,1401,17.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.0013,0.001,0,0,328.6,1.3,0.6,0,0,0.0475,0.0005,0,0,0,1087.2,1,0,0,0,0.0438,0.0039,0.0199,0.0205,0.0048,0.0002,0,0,0,0,0,1394.2,4,9.9,8.6,1.9,0.1,0,0,0,0,0,1418.6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44836,vs. Georgetown,Tollaksen,3Q,game,44836.49592,44836.51233,1419,1.3139,36.386,9,253.0736,0,0,0,92.8282,5.5912,89.409,7.1083,41.7988,0,4.6089,4.3879,0.721,0.4915,0.0788,0.0226,0,1164.9,220.3,26.8,6.7,0,31,0,0,0,0,0,4,4,1,0,0.4943,0.1236,0.0364,0.0121,0.001,551.3,90.5,23.6,7.2,0.6,0.4949,0.1268,0.0192,0.005,0.0006,616.1,104.1,19,5.8,0.5,0.1821,0.2946,0.3764,0.2769,0.1063,0.0409,0.0216,0.0079,0.0054,0.0004,0.0014,718.6,282.6,211.5,125.7,45.2,18.4,9.4,3.5,2.5,0.3,1,1418.7,0,0,0,0,0,70,38,13,3,0,52,42,24,3
44836,vs. Georgetown,Alexis Rainey,3Q,game,44836.49592,44836.51233,1419,1.2806,102.919,11,223.5004,0,0,0,101.366,6.5556,87.1452,6.9752,40.8402,67,6,5.4061,0.6925,0.4461,0.0781,0.0486,0.0153,1171.6,202.8,26.2,14.2,3.9,22,0,0,0,0,0,5,3,3,0,0.4829,0.1263,0.036,0.008,0.0028,589,88.4,23.1,5.4,1.8,0.471,0.1266,0.0249,0.0017,0.0004,583.2,103,22.3,1.9,0.6,0.1476,0.2868,0.3837,0.2312,0.1274,0.0597,0.0241,0.0099,0.0058,0.0021,0.0023,726.8,272.4,218,109,51.2,23,9.8,3.9,2.5,1,1.1,1418.6,0,0,0,0,0,70,56,8,1,0,63,39,18,8
44836,vs. Georgetown,Johnson,3Q,game,44836.49592,44836.51233,1419,1.3219,68.431,14,249.9727,0,0,0,88.3659,6.0667,89.9525,7.0208,37.5881,0,4.7037,4.3704,0.7595,0.4347,0.0852,0.0379,0.0046,1184.6,193.2,28.7,11.1,1.2,4,0,0,0,0,0,8,4,2,0,0.5512,0.1104,0.0232,0.0072,0.0015,545,78.4,14.7,4.2,0.8,0.4889,0.1158,0.0205,0.0028,0.0004,666.3,88.3,18,2.8,0.3,0.2347,0.3123,0.3255,0.2413,0.1245,0.0415,0.023,0.0107,0.0044,0.0025,0.0015,731.7,310.8,181.5,109.3,50.5,17,9.5,4.6,2,1.1,0.8,0,0,0,0,0,0,40,42,9,2,0,57,23,10,4
44836,vs. Georgetown,Espona,3Q,game,44836.49592,44836.51233,1419,1.0747,78.907,13,205.095,0,0,0,76.035,6.4756,73.1309,5.7603,31.9636,108,6,5.126,0.5293,0.3982,0.0981,0.0392,0.0098,1193.6,178.5,32.8,11.4,2.5,13,0,0,0,0,0,5,7,1,0,0.4308,0.0902,0.0152,0.0074,0.0035,535.4,60.7,9.3,4.3,1.4,0.4243,0.0807,0.0191,0.0028,0.0008,731,58.2,14.9,2.7,0.9,0.1507,0.2232,0.2787,0.2176,0.11,0.0488,0.0195,0.0124,0.0065,0.0033,0.0038,873.5,217.2,152.3,96.2,42.5,18.9,7.3,5.2,2.7,1.3,1.7,1418.7,0,0,0,0,0,34,27,7,2,0,49,15,10,4
44836,vs. Georgetown,Streib,3Q,game,44836.49592,44836.51233,1419,0.1159,0,0,18.601,0,1.2467,0,24.5384,3.6889,7.8881,0.5224,2.5377,148,2.1436,0,0.1083,0.0076,0,0,0,1415,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578,0.0031,0.0001,0,0,653.1,4.9,0.1,0,0,0.0525,0.0025,0,0,0,756,4.5,0,0,0,0.0634,0.042,0.0073,0.0021,0.0008,0.0002,0,0,0,0,0,1371.5,41.7,3.8,1,0.5,0.1,0,0,0,0,0,1343.9,74.8,0,0,0,0,3,0,0,0,0,1,1,0,0
44836,vs. Georgetown,Holzman,3Q,game,44836.49592,44836.51233,1419,0.8072,47.525,7,156.5968,0,0.91,0,57.9952,5.7867,54.9291,4.3985,23.9515,135,6,4.7867,0.4337,0.2848,0.0591,0.0295,0,1265.4,124.6,20.1,8.6,0,6,0,0,0,0,0,4,1,2,0,0.3022,0.0741,0.023,0.0056,0.0052,500.7,52.2,13.5,3.5,2.7,0.3045,0.0702,0.0186,0.0031,0.0006,774,53.1,15.4,2.9,0.7,0.1304,0.1939,0.1636,0.1795,0.0732,0.0357,0.0159,0.0069,0.0031,0.0025,0.0024,999.4,191.9,90.5,77.2,30.1,15.3,7.2,3.2,1.4,1.2,1.3,1364.2,54.6,0,0,0,0,28,30,7,3,0,32,21,6,10
44834,vs. UMass,McFadden,3Q,game,44834.66442,44834.6794,1294,0.1929,12.302,3,34.3571,0,0,0,18.7953,5.3823,14.3948,1.0577,5.3538,0,2.6519,3.9815,0.1123,0.0443,0.0286,0.0076,0,1263.7,18.8,9.6,2.3,0,5,0,0,0,0,0,2,0,1,0,0.0915,0.0114,0.0018,0,0,324.5,8.4,1.2,0,0,0.0783,0.0076,0.0019,0.0005,0,951.6,6.6,1.3,0.8,0,0.051,0.0472,0.0233,0.0343,0.0258,0.0063,0.0038,0.0007,0.0001,0.0002,0.0003,1209.3,44.9,12.7,13.8,9,2.4,1.7,0.3,0.1,0.1,0.1,0,0,0,0,0,0,9,0,1,1,0,7,2,0,0
44836,vs. Georgetown,McFadden,3Q,game,44836.49592,44836.51233,1419,0.5567,89.209,5,105.9517,0,28.7533,4.2533,49.5506,7.0267,37.8807,2.9758,14.773,185,6,5.1394,0.2545,0.1957,0.0511,0.0146,0.0408,1302.1,85.2,17.2,4.2,10.1,11,0,0,0,0,0,1,1,1,2,0.2207,0.0445,0.0088,0.004,0.0028,541.3,32.8,5.6,2.2,1,0.2261,0.0408,0.0068,0.001,0.0012,797.4,29.5,6.2,1.4,1.4,0.1041,0.0938,0.1039,0.1193,0.0564,0.0423,0.0233,0.0072,0.0013,0.0023,0.0027,1171.9,92.2,55.7,50.6,22.6,13.7,7.1,2.3,0.4,0.7,1.6,728.7,308.8,130,251.2,0,0,25,9,1,4,0,19,13,2,3
44836,vs. Georgetown,Rodrigo,3Q,game,44836.49592,44836.51233,1419,1.0553,53.802,5,194.9244,0,17.3617,0,83.9458,6.2445,71.8144,5.4747,29.4827,141,4.1926,4.6707,0.7703,0.2104,0.0413,0.0249,0.0085,1299.8,95.7,13.8,7.3,2.2,12,0,0,0,0,0,2,3,0,0,0.4428,0.0802,0.0198,0.0052,0.0002,602.5,70.6,12.4,3,0.1,0.4166,0.0741,0.0137,0.0024,0.0004,639.6,73.8,13.4,2.9,0.5,0.2544,0.3419,0.2311,0.1149,0.0584,0.0292,0.0101,0.0087,0.0035,0.0013,0.0016,847.6,334.2,136.5,54.7,23.9,11.2,4.3,3.7,1.3,0.5,0.9,377,1041.7,0,0,0,0,55,25,7,1,0,53,25,8,1
44836,vs. Georgetown,Medico,3Q,game,44836.49592,44836.51233,1419,0.3287,6.855,3,60.8543,0,19.16,0,21.0421,5.2045,22.3664,1.7092,10.3609,150,3.0482,4.2711,0.1715,0.1229,0.03,0.0043,0,1353.6,53.8,10.1,1.3,0,0,0,0,0,0,0,2,1,0,0,0.1437,0.0249,0.0051,0.0002,0,152.7,19.1,3.3,0.1,0,0.1284,0.0203,0.0052,0.0008,0.0001,1220.2,17.9,4.3,1,0.2,0.0441,0.0804,0.0809,0.0759,0.0314,0.0092,0.0027,0.003,0.0011,0,0,1244.9,77.6,44.6,32.4,11.9,4.1,1.3,1.5,0.5,0,0,269.1,1149.6,0,0,0,0,10,7,2,2,0,15,7,1,0
44836,vs. Georgetown,Curley,3Q,game,44836.49592,44836.51233,1419,0.321,0,1,54.8757,1,0,0,38.015,4.1267,21.8414,1.5412,4.1091,94,4.3071,4.6623,0.2566,0.0643,0,0,0,1389.7,29.1,0,0,0,5,1,0,0,0,0,1,0,0,0,0.159,0.0153,0.0015,0.0008,0.0003,610.9,24.2,1.3,0.5,0.2,0.1338,0.0079,0.0016,0.0005,0.0002,758.9,20.2,1.9,0.4,0.3,0.2048,0.0351,0.0448,0.0275,0.0063,0.0011,0.0001,0.0008,0.0001,0.0001,0.0003,1341.8,36.8,23.2,12.5,2.9,0.6,0.1,0.5,0.1,0.1,0.2,1418.7,0,0,0,0,0,3,5,2,1,0,3,2,2,1
44836,vs. Georgetown,McCann,3Q,game,44836.49592,44836.51233,1419,1.5097,151.183,11,294.852,0,77.7345,14.1833,110.6485,7.0401,102.7323,8.2818,47.5717,189,5.4,6,0.7564,0.572,0.0874,0.0629,0.031,1106,257.4,29.6,18.2,7.5,40,0,0,0,0,0,7,2,1,1,0.5898,0.1385,0.0463,0.0102,0.0007,563.6,95.8,28.7,6.5,0.4,0.5526,0.1343,0.03,0.0061,0.0013,584.6,105.9,26.2,5.5,1.5,0.1635,0.3045,0.4618,0.2942,0.1363,0.0764,0.034,0.0191,0.0093,0.0049,0.0056,630.6,282.8,260.3,132.4,54,30.1,13.1,7.3,3.5,1.9,2.7,55.6,174,374.1,814.9,0,0,70,59,14,4,0,67,42,20,2
44836,vs. Georgetown,Wasyliw,3Q,game,44836.49592,44836.51233,1419,0.6514,31.96,6,48.0227,0,0,0,52.4247,6.1512,44.3273,3.4969,19.8421,102,3.7983,4.6593,0.3429,0.2279,0.0608,0.016,0.0038,1291.8,100.6,20.7,4.6,1,29,0,0,0,0,0,4,2,0,0,0.2663,0.0588,0.0121,0.0027,0,394.8,39.8,7,1.9,0,0.2423,0.0594,0.0068,0.0018,0.0011,922.6,44.4,5,2.1,1.1,0.0867,0.1547,0.1541,0.1461,0.0616,0.0272,0.0065,0.0074,0.0044,0.0006,0.0022,1075.4,148.7,86.7,63.5,24.9,10.6,2.7,3,1.7,0.3,1.2,1418.7,0,0,0,0,0,32,11,4,2,0,25,15,8,0
44836,vs. Georgetown,Pla,3Q,game,44836.49592,44836.51233,1419,1.0579,38.597,4,195.8236,0,55.45,6.1783,73.1805,5.6312,71.9884,5.4999,28.7074,188,5.4,4.3593,0.7494,0.2342,0.0503,0.024,0,1290.3,104.5,16.9,7.1,0,3,0,0,0,0,0,0,2,1,1,0.4549,0.0791,0.0174,0.0053,0.002,627.6,64.5,12.6,3.4,1.2,0.4068,0.0713,0.0177,0.0031,0.0003,620.6,68.1,17.3,3.3,0.2,0.2762,0.3196,0.203,0.1361,0.0803,0.0248,0.0098,0.0045,0.0014,0.0006,0.0016,863.3,320.8,118.8,62.3,33.5,11.2,4.6,2.4,0.7,0.3,0.9,67.5,371.7,631.5,348,0,0,43,38,10,2,0,49,24,11,4
