Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (miles),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (miles),Distance in Speed Zone 2  (miles),Distance in Speed Zone 3  (miles),Distance in Speed Zone 4  (miles),Distance in Speed Zone 5  (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (miles),Distance in Deceleration Zones: 1 - 2 m/s/s  (miles),Distance in Deceleration Zones: 2 - 3 m/s/s  (miles),Distance in Deceleration Zones: 3 - 4 m/s/s  (miles),Distance in Deceleration Zones: > 4 m/s/s  (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (miles),Distance in Acceleration Zones: 1 - 2 m/s/s  (miles),Distance in Acceleration Zones: 2 - 3 m/s/s  (miles),Distance in Acceleration Zones: 3 - 4 m/s/s  (miles),Distance in Acceleration Zones: > 4 m/s/s  (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (miles),Distance in Power Zone: 5 - 10 w/kg  (miles),Distance in Power Zone: 10 - 15 w/kg  (miles),Distance in Power Zone: 15 - 20 w/kg  (miles),Distance in Power Zone: 20 - 25 w/kg  (miles),Distance in Power Zone: 25 - 30 w/kg  (miles),Distance in Power Zone: 30 - 35 w/kg  (miles),Distance in Power Zone: 35 - 40 w/kg  (miles),Distance in Power Zone: 40 - 45 w/kg  (miles),Distance in Power Zone: 45 - 50 w/kg  (miles),Distance in Power Zone: > 50 w/kg  (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
44797,Aug 24th Practice,Holzman,all,training,44797.64895,44797.75292,8983,3.6479,51.148,14,676.5293,0,0,0,268.9632,5.7556,39.2124,3.0012,14.2541,0,5.126,4.4356,2.8438,0.6785,0.0938,0.0318,0,8636.7,304.7,31.9,9.4,0,12,0,0,0,0,0,10,3,1,0,1.5488,0.2956,0.0814,0.02,0.0029,2876.4,244.5,54.8,12,1.7,1.3499,0.2679,0.0662,0.0137,0.0016,5456,263.3,58.1,14.5,1.4,1.2205,1.1443,0.5946,0.3742,0.1665,0.0673,0.0336,0.019,0.0137,0.0067,0.0075,7137.7,1166.2,348.1,179.2,77.6,33.7,16.6,9.7,6.9,3.3,3.7,0,0,0,0,0,0,147,101,38,7,0,144,95,41,11
44798,Bryant Practice,Holzman,all,training,44798.63582,44798.73788,8818,2.6227,34.281,5,486.2517,0,0,0,223.7421,6.1156,28.7196,2.1975,8.6102,0,4.9734,4.9778,2.2637,0.2984,0.0393,0.0175,0.0038,8661.4,136.7,13.4,5,1,7,0,0,0,0,0,4,1,0,0,1.087,0.2076,0.0696,0.0236,0.0045,2964.7,192.5,48.7,14.1,2.4,0.9904,0.1697,0.053,0.0148,0.0023,5334.5,191.7,50.9,15.8,2.2,1.14,0.7571,0.389,0.1651,0.071,0.038,0.0213,0.0157,0.0108,0.0044,0.0103,7618.3,785.3,239.1,87.1,36.8,19.2,10.8,7.1,5.6,2.3,5.9,0,0,0,0,0,0,112,78,33,11,0,95,83,34,11
44799,Vs. Bryant,Holzman,all,game,44799.81136,44799.82692,1345,0.4864,11.668,1,84.6145,0,0,0,38.7699,5.7,34.9192,2.5071,9.9561,0,3.1273,4.6546,0.4222,0.0522,0.0048,0.0065,0.0008,1315.6,25.6,1.6,1.9,0.2,0,0,0,0,0,0,1,0,0,0,0.2169,0.0287,0.0055,0.0004,0,506.3,27.5,3.7,0.2,0,0.2085,0.0216,0.0042,0.0004,0.0001,776.5,26.7,3.5,0.4,0.1,0.2449,0.1036,0.1022,0.0193,0.0076,0.003,0.0013,0.0023,0.0012,0.0008,0.0004,1165.3,101,60.8,11.1,3.1,1,0.6,0.9,0.5,0.4,0.2,0,0,0,0,0,0,22,7,1,1,0,21,9,1,0
44799,Vs. Bryant,Holzman,all,game,44799.629,44799.74311,9859,3.197,65.734,9,572.7051,0,0,0,228.2329,7.3289,31.3115,2.3151,9.8544,0,4.9371,4.6074,2.6285,0.456,0.0716,0.0219,0.0189,9615,208.4,24.1,6.5,4.5,6,0,0,0,0,0,5,2,1,1,1.4115,0.2058,0.0634,0.0113,0.0025,2841.1,183,44.3,7.4,1.6,1.2624,0.1888,0.0423,0.0077,0.0014,6530.5,200.2,40.8,8,1.6,1.2367,1.0145,0.4733,0.2681,0.1011,0.0446,0.0257,0.0141,0.0073,0.0067,0.0049,8300.6,1055.2,277.1,133,47,18.8,11.5,6.7,3.1,2.9,2.6,0,0,0,0,0,0,142,68,22,8,0,94,85,22,8
44799,Vs. Bryant,Holzman,all,game,44799.82744,44799.91188,7296,4.5392,159.152,26,837.3792,0,0,0,313.6593,6.8134,60.0751,4.5735,25.8607,0,5.6,4.4178,3.268,0.9763,0.196,0.0786,0.0203,6758.9,442.7,66.3,23,5.1,12,0,0,0,0,0,14,9,3,0,1.8526,0.3483,0.0897,0.0286,0.0066,2717.6,266.3,60.1,17.5,3.5,1.803,0.3376,0.0632,0.0081,0.0014,3864.3,302.2,54.4,8.5,1.6,1.0332,1.5774,0.8795,0.5841,0.2496,0.113,0.0498,0.029,0.0127,0.0066,0.0042,4738.8,1575.3,509.5,273.1,106.9,48.9,20.7,12.4,5.1,3.2,2.1,0,0,0,0,0,0,204,124,26,7,0,173,104,50,13
44801,Vs. Merrimack,Holzman,all,game,44801.47146,44801.5783,9230,6.1674,115.694,24,1127.9657,0,0,0,412.5412,5.9956,64.5207,4.8696,28.1522,21,5.3289,4.8889,4.6058,1.3048,0.1848,0.0692,0.0026,8553.6,592.7,62.7,20.5,0.7,17,0,0,0,0,0,16,5,3,0,2.5411,0.4657,0.1213,0.0283,0.0067,3468,379.1,81.3,17.6,3.7,2.4764,0.4424,0.0722,0.0122,0.0011,4794.4,407.7,65,12.3,1.1,1.4088,2.266,1.2454,0.7461,0.3017,0.1131,0.0447,0.0196,0.0087,0.0071,0.0062,5647.5,2277.7,724.1,354.5,134.1,51.9,20.3,9,4.4,3.3,3.4,9230.3,0,0,0,0,0,305,151,37,8,0,257,159,53,21
44797,Aug 24th Practice,Johnson,all,training,44797.65431,44797.75319,8544,3.9801,119.142,25,733.9733,0,0,0,280.6174,5.7956,44.9813,3.4234,15.3555,0,5.2037,4.7704,3.0207,0.6862,0.1992,0.0733,0.0008,8145.8,308.9,66.8,21.8,0.2,31,0,0,0,0,0,14,10,1,0,1.63,0.3131,0.0916,0.0209,0.0028,2708.9,248.1,58.7,12.6,1.5,1.557,0.2924,0.062,0.0088,0.0014,5194.7,255.3,52.8,9.4,1.5,1.3629,1.1326,0.6249,0.4113,0.2478,0.1091,0.048,0.022,0.0113,0.0037,0.0067,6633.5,1152.8,371.8,193,102.3,48.2,21.5,9.8,5.5,1.9,3.2,0,0,0,0,0,0,161,113,28,6,0,141,108,37,8
44798,Bryant Practice,Johnson,all,training,44798.63483,44798.74129,9198,3.6182,43.822,7,653.922,0,0,0,276.2235,6.0223,37.9844,2.8329,11.6208,0,4.3152,5.1467,3.0054,0.5455,0.0402,0.0242,0.003,8923.8,253.1,13.5,7,0.8,10,0,0,0,0,0,5,2,0,0,1.5396,0.2649,0.077,0.0196,0.0012,3212.3,257,55.8,12.7,0.7,1.4158,0.2373,0.0558,0.0066,0.0005,5328.3,265.4,57.7,7.8,0.5,1.5632,0.9293,0.6282,0.2867,0.1172,0.0475,0.0217,0.0158,0.0044,0.0028,0.0014,7628.7,941.9,372.9,149.9,59.4,23.1,10.9,7,2.2,1.4,0.8,0,0,0,0,0,0,132,123,19,3,0,115,97,41,4
44799,Vs. Bryant,Johnson,all,game,44799.62922,44799.74335,9861,2.8633,96.571,14,512.896,0,0,0,208.0719,6.4623,28.038,2.0726,8.5378,0,5.2741,5.3536,2.2916,0.4051,0.1066,0.0429,0.0171,9623.8,184.1,36,12.6,4.4,20,0,0,0,0,0,8,4,2,0,1.2814,0.1696,0.0527,0.01,0.0014,2367.1,152.5,35.1,6.3,0.8,1.1339,0.1776,0.0312,0.0041,0.0014,7086.5,175.2,31.5,4.3,1.6,1.0866,0.839,0.4441,0.2402,0.1356,0.0657,0.0221,0.0155,0.0088,0.0022,0.0033,8508.1,868.9,262.6,114.2,58,27,9.1,6.6,3.3,1.1,2,0,0,0,0,0,0,88,68,11,6,0,89,57,21,3
44799,Vs. Bryant,Johnson,all,game,44799.81298,44799.88385,6123,3.3876,231.417,33,637.2115,1,0,0,248.0749,6.8001,53.4228,4.1467,20.7989,0,5.1512,5.0845,2.2128,0.8178,0.2132,0.117,0.0268,5642.7,368.3,71.6,34,6.8,30,1,0,0,0,0,20,8,3,2,1.3908,0.2776,0.081,0.0172,0.0018,1966.3,198.6,48.7,10.3,1.1,1.2676,0.2824,0.0603,0.0081,0.0006,3612.9,225,51.1,8.6,0.8,0.8543,0.8471,0.7002,0.4469,0.2777,0.1314,0.0734,0.0331,0.0159,0.0039,0.0036,4457.3,840.5,403.7,205.9,109.7,53.1,29.1,13.4,6.8,1.9,2,0,0,0,0,0,0,130,102,21,5,0,120,84,33,6
44801,Vs. Merrimack,Johnson,all,game,44801.4736,44801.60049,10964,5.8609,153.275,34,1079.1226,3,0,0,433.3736,5.96,51.6173,3.9299,20.3931,0,8.4045,5.0756,4.371,1.1478,0.2469,0.0937,0.0015,10330.3,521.9,83.4,27.5,0.4,121,3,0,0,0,0,24,7,2,1,2.4562,0.4629,0.0934,0.0248,0.0061,3576,365,63.8,15.2,3.2,2.294,0.4219,0.0874,0.0117,0.0025,6475.3,375,74.8,12.5,2.7,1.5667,1.9743,1.12,0.6148,0.3172,0.13,0.0689,0.034,0.0156,0.0098,0.0097,7754.2,2012.3,653.9,289.1,136.3,57.1,29.3,13.9,7.3,4.7,5.4,0,0,0,0,0,0,238,143,31,10,0,234,125,47,12
44797,Aug 24th Practice,Reilly,all,training,44797.65179,44797.7521,8667,3.4284,31.442,13,616.9645,0,0,0,249.6997,5.6867,38.1959,2.8367,12.6553,0,4.9926,4.8178,2.8031,0.5301,0.0756,0.0195,0,8394.2,241,25.7,5.8,0,5,0,0,0,0,0,10,3,0,0,1.4554,0.2213,0.0673,0.0208,0.0052,3151.6,190.6,44.4,12,3.2,1.407,0.1999,0.0437,0.0073,0.0005,5014.8,197.2,43.3,8.9,0.7,1.3099,0.9914,0.6043,0.2906,0.1249,0.0614,0.0294,0.0094,0.0043,0.0017,0.0011,7063.9,989.5,363,140,58.7,28.8,14.4,4.7,2.2,0.9,0.6,0,0,0,0,0,0,133,83,27,3,0,96,78,32,16
44798,Bryant Practice,Reilly,all,training,44798.63503,44798.73555,8684,2.55,13.816,6,443.2062,0,0,0,208.7512,5.4356,28.3549,2.0337,7.7186,0,4.4852,3.8586,2.2338,0.2801,0.0276,0.0086,0,8543.9,128.4,9.3,2.6,0,1,0,0,0,0,0,3,3,0,0,1.1455,0.1511,0.0305,0.0041,0.0006,3324.8,144,23.1,2.7,0.3,1.0743,0.1265,0.0159,0.0015,0,5016.4,153.9,17.1,1.9,0,1.2189,0.7345,0.3488,0.153,0.0577,0.0241,0.0083,0.0026,0.0015,0.0004,0.0003,7604.8,745.5,212.7,77,26.8,10.8,4,1.4,0.8,0.2,0.2,0,0,0,0,0,0,113,36,8,0,0,90,51,10,2
44799,Vs. Bryant,Reilly,all,game,44799.81158,44799.82418,1088,0.4347,11.001,1,76.0366,0,0,0,37.3397,5.6512,38.58,2.7846,10.5873,0,3.5354,4.1815,0.368,0.0551,0.0048,0.0068,0,1057.8,26.7,1.6,2,0,0,0,0,0,0,0,0,1,0,0,0.1941,0.0234,0.007,0.0005,0,500.3,23.7,5.6,0.4,0,0.1873,0.0181,0.0032,0.0008,0.0003,529.5,24.7,2.7,1,0.2,0.2084,0.1061,0.0812,0.0215,0.0088,0.0041,0.0022,0.0007,0.0005,0.0006,0.0005,914.4,107.9,47.1,11.3,3.5,1.9,0.9,0.2,0.3,0.3,0.3,0,0,0,0,0,0,18,4,2,1,0,13,8,3,0
44799,Vs. Bryant,Reilly,all,game,44799.62902,44799.74323,9868,2.2019,47.605,8,389.8894,0,0,0,167.2997,5.7378,21.5463,1.5745,6.7565,0,4.8808,5.4182,1.8386,0.2569,0.0768,0.0296,0,9715.2,117.6,26.1,8.6,0,3,0,0,0,0,0,5,1,1,1,0.9856,0.1262,0.0367,0.0083,0.0024,2217.6,124.9,26.9,5.7,1.4,0.8944,0.1223,0.0234,0.0023,0.0003,7318.4,144.1,25.1,2.8,0.6,0.8673,0.7046,0.3156,0.1752,0.0903,0.0281,0.014,0.0035,0.0014,0.0006,0.0013,8806.2,724.5,192.7,84.1,37.2,12.6,6.5,1.9,0.7,0.3,0.8,0,0,0,0,0,0,101,42,10,2,0,66,43,19,9
44799,Vs. Bryant,Reilly,all,game,44799.83981,44799.9079,5883,0.9714,5.864,2,168.3948,0,0,0,109.532,5.2512,15.9439,1.1406,4.7661,0,4.6089,3.9148,0.7655,0.1835,0.0187,0.0036,0,5792.3,83.4,6.4,1.1,0,2,0,0,0,0,0,2,0,0,0,0.4375,0.0519,0.0094,0.0033,0.0014,2094.5,47.1,6.8,2,0.7,0.415,0.0463,0.0058,0.0009,0,3676.8,48.1,6.1,1.1,0,0.4208,0.2531,0.1552,0.0852,0.038,0.0128,0.0042,0.0013,0.0006,0,0,5472.6,258.7,86.2,39.8,16.8,6.1,1.9,0.8,0.3,0,0,0,0,0,0,0,0,34,13,5,0,0,19,14,3,4
44801,Vs. Merrimack,Reilly,all,game,44801.47151,44801.57899,9287,1.6385,4.264,3,286.5545,0,0,0,170.2661,5.2667,17.036,1.2296,5.6231,0,5.1394,4.0311,1.497,0.1233,0.0155,0.0026,0,9221.1,59.6,5.2,0.8,0,2,0,0,0,0,0,3,0,0,0,0.7476,0.0982,0.0218,0.0036,0.0022,3029.7,104.9,17.2,2.8,1.4,0.6658,0.0789,0.0187,0.0016,0.0002,5996.4,110.8,21.1,2.1,0.3,0.7267,0.5076,0.3021,0.0599,0.02,0.0102,0.0068,0.0032,0.0009,0.0007,0.0003,8549.2,492.6,189.1,34.4,10,5.5,3.3,1.6,0.5,0.3,0.2,9286.8,0,0,0,0,0,73,44,5,2,0,54,37,9,5
44797,Aug 24th Practice,Alexis Rainey,all,training,44797.64923,44797.75213,8890,3.915,141.9,24,676.9256,3,0,0,346.4585,6.5223,42.5236,3.3714,15.8772,0,6,4.7556,2.8383,0.8268,0.1617,0.0745,0.0136,8438.2,371.9,54.7,21.8,3.5,191,3,0,0,0,0,14,8,1,1,1.4934,0.3577,0.1173,0.04,0.0125,3098.9,298.9,76.4,25,6.6,1.4357,0.354,0.0866,0.0149,0.0029,4951.4,334.7,77,17.4,3.8,1.151,1,0.7904,0.4699,0.2497,0.1229,0.0644,0.0348,0.0137,0.0086,0.0097,6986.4,981.5,473,225.2,109.8,54.8,27.4,15.8,6.5,4.3,5.4,0,0,0,0,0,0,190,147,42,14,0,145,135,63,35
44798,Bryant Practice,Alexis Rainey,all,training,44798.63511,44798.73652,8762,3.225,85.318,31,549.4997,0,0,0,292.58,6.1067,35.5411,2.7767,12.5917,0,5.4505,5.8534,2.5922,0.4692,0.1107,0.0503,0.0027,8494.8,214.7,37,14.9,0.7,70,0,0,0,0,0,29,2,0,0,1.3527,0.2296,0.0852,0.0343,0.0133,3377.6,224.5,54.8,18.7,7.2,1.1949,0.2288,0.0611,0.0167,0.0084,4755,241.5,54.7,17.5,10.6,1.1263,1.0236,0.5186,0.2438,0.1339,0.0552,0.0377,0.0298,0.0261,0.01,0.02,7163.6,1022.8,314.7,122.4,57.5,23.7,16.3,12.5,11.5,4.6,12.5,0,0,0,0,0,0,130,69,28,31,0,133,63,31,29
44799,Vs. Bryant,Alexis Rainey,all,game,44799.62914,44799.74357,9887,3.2819,68.083,11,515.8327,0,0,0,249.0642,5.8134,32.0522,2.3108,8.4609,0,5.8815,5.2778,2.8739,0.265,0.1006,0.0419,0.0004,9722.8,117.5,33.9,12.4,0.1,29,0,0,0,0,0,6,1,2,2,1.5256,0.1624,0.0404,0.0137,0.003,3949.5,179.4,29.6,9.3,1.9,1.3504,0.1483,0.0288,0.0071,0.0021,5489.5,184.2,32.1,8.5,2.7,1.6185,0.9637,0.3128,0.199,0.1074,0.0437,0.0135,0.0074,0.0071,0.0037,0.005,8538.4,977,199.6,93.6,42.7,18.2,5.6,3.5,3.4,1.8,2.9,0,0,0,0,0,0,114,56,16,6,0,96,52,21,10
44799,Vs. Bryant,Alexis Rainey,all,game,44799.81058,44799.90727,8354,1.853,86.708,11,300.8154,0,0,0,202.3636,6.1823,21.4176,1.5943,6.5166,0,4.3111,6,1.4517,0.2666,0.0808,0.0493,0.0046,8190.6,120.8,27,14.5,1.2,19,0,0,0,0,0,3,6,1,1,0.8122,0.1183,0.032,0.0101,0.0004,3027,112.6,21.7,6,0.3,0.7408,0.1141,0.0212,0.0028,0.0011,5039.7,121,20.6,3.9,1.3,0.7833,0.4656,0.2534,0.1596,0.1054,0.0431,0.0206,0.0106,0.0056,0.0029,0.0029,7580.7,472,148.8,75.5,41.8,17.8,8.3,4.2,2.3,1.1,1.6,0,0,0,0,0,0,64,37,11,5,0,55,38,15,3
44801,Vs. Merrimack,Alexis Rainey,all,game,44801.47196,44801.6005,11106,5.2136,172.929,40,903.8433,1,0,0,448.5991,6.12,45.329,3.6035,18.7428,0,5.3778,5.5637,3.5535,1.2506,0.302,0.0998,0.0076,10409.6,562.4,102.2,29.4,2,127,1,0,0,0,0,26,6,5,3,2.0288,0.4794,0.135,0.0489,0.0143,4086.8,394.1,91.9,29.6,8.4,1.9006,0.4792,0.0988,0.0227,0.0057,5941.7,432.4,91.5,23.1,6.1,1.15,1.5524,1.0787,0.7228,0.3739,0.1526,0.0873,0.0371,0.0236,0.0138,0.0213,8278.8,1550,628.7,339.2,159.2,67.7,37.5,16.3,10.7,6.2,11.3,11105.6,0,0,0,0,0,276,171,67,16,0,221,150,77,41
44798,Bryant Practice,Hackman,all,training,44798.63972,44798.73577,8298,2.0114,25.683,5,364.2058,0,0,0,187.2166,5.9823,23.4056,1.7489,6.511,0,4.901,4.0926,1.7702,0.1877,0.0375,0.0152,0.0007,8195.2,85.9,12.6,4.4,0.2,21,0,0,0,0,0,2,3,0,0,0.8577,0.1557,0.0422,0.0106,0.0014,2391.1,162.1,29.4,6.4,0.8,0.7762,0.1388,0.0242,0.0044,0.0002,5489.7,186.5,27.1,5,0.2,0.9868,0.5541,0.2469,0.1089,0.055,0.0299,0.0147,0.0079,0.0038,0.0014,0.0018,7462.5,565.6,160,56.6,25.7,14,6.8,3.9,1.8,0.6,0.8,0,0,0,0,0,0,120,41,16,2,0,93,49,19,4
44799,Vs. Bryant,Hackman,all,game,44799.62902,44799.74295,9843,2.904,109.347,12,519.623,0,0,0,210.0002,7.3067,28.4882,2.1037,8.2455,0,5.3245,6,2.3926,0.3647,0.0788,0.0347,0.0332,9633.9,164.1,26.9,10.1,8,10,0,0,0,0,0,9,2,1,0,1.2791,0.1797,0.0526,0.0138,0.0036,2795.3,165.5,37.4,8,1.8,1.1599,0.1708,0.0364,0.0066,0.0014,6606.4,182,37.4,7.8,1.4,1.2426,0.82,0.3836,0.2189,0.1043,0.0579,0.036,0.0196,0.0115,0.0043,0.0052,8570.9,835,232.3,105.2,45.7,23.5,13.9,7.3,4.6,1.9,2.7,0,0,0,0,0,0,106,61,18,7,0,92,67,25,9
44799,Vs. Bryant,Hackman,all,game,44799.81136,44799.90809,8358,3.6486,253.77,36,682.9978,0,0,0,291.8056,6.8178,42.1526,3.2592,15.7791,0,6,4.497,2.4785,0.7798,0.2327,0.1232,0.0345,7889,345.3,78.8,36,8.8,19,0,0,0,0,0,20,14,1,1,1.4537,0.2796,0.0971,0.021,0.006,3198.3,230.5,58.1,11.9,3.1,1.4508,0.2707,0.0599,0.0086,0.0012,4554.3,241.5,49.9,8.9,1.4,1.0436,0.9274,0.6523,0.4827,0.2557,0.1406,0.0721,0.0359,0.0185,0.0118,0.008,6629.4,917.1,382.8,216.7,99.3,53,28.3,14.9,7.5,5.2,3.7,0,0,0,0,0,0,176,71,21,5,0,120,92,33,12
44801,Vs. Merrimack,Hackman,all,game,44801.47152,44801.57957,9336,4.133,319.938,41,791.4157,1,0,0,315.72,7.1823,42.7469,3.3782,17.9026,0,6.8223,4.998,2.8142,0.8955,0.2244,0.1335,0.0653,8799.1,405.5,75.7,38.8,16.4,25,1,0,0,0,0,28,10,2,1,1.6064,0.3531,0.1101,0.0403,0.0121,2988.5,293.7,69.5,23.2,6.7,1.5549,0.3598,0.0818,0.0111,0.0034,5537.1,329.9,71.9,11.3,3.7,0.8914,1.167,0.9345,0.5082,0.2958,0.1546,0.0799,0.0468,0.0247,0.0126,0.0177,7149.8,1144.1,550.5,239.7,119.2,60.2,30.3,18.2,10.1,5.2,8.2,9335.5,0,0,0,0,0,183,137,18,17,0,184,103,51,31
44797,Aug 24th Practice,Balduzzi,all,training,44797.64964,44797.75162,8811,3.7582,56.899,10,690.0842,0,0,0,262.2065,6.4801,41.1863,3.121,16.0402,0,5.5245,4.6445,3.0039,0.6358,0.0831,0.0274,0.0079,8480,292.7,28.2,8.1,2,4,0,0,0,0,0,6,3,1,0,1.6073,0.2834,0.0739,0.025,0.0062,2853.2,257.7,54.1,16.3,3.8,1.4306,0.2595,0.0577,0.013,0.0018,5267.7,278.6,62,14.8,2.8,1.1265,1.2519,0.7759,0.346,0.1349,0.0584,0.0288,0.0164,0.0077,0.0061,0.0055,6799.8,1253.2,460.8,174.5,63.1,27.8,14,8.1,4.1,2.8,2.8,0,0,0,0,0,0,160,113,41,7,0,139,95,40,19
44798,Bryant Practice,Balduzzi,all,training,44798.6404,44798.73696,8343,2.8695,54.041,4,520.025,0,0,0,213.2117,6.1823,33.2109,2.4839,9.677,0,5.0815,5.0534,2.5689,0.238,0.0289,0.0275,0.0061,8212.4,110.7,9.9,7.9,1.6,12,0,0,0,0,0,2,2,0,0,1.2073,0.2205,0.0647,0.0191,0.0036,2898.4,218.5,49,14,2.8,1.1198,0.1815,0.0428,0.0075,0.0027,4870.1,228.4,49.1,9.3,2.9,1.3472,0.8517,0.3872,0.1439,0.0639,0.0309,0.0168,0.0117,0.0066,0.0046,0.005,7080.8,864.1,249,79.4,32.8,15.2,8.2,5,2.9,2.1,3,0,0,0,0,0,0,147,83,22,8,0,95,82,47,14
44799,Vs. Bryant,Balduzzi,all,game,44799.6419,44799.74303,8737,2.4438,40.735,9,438.0086,0,0,0,173.884,7.5512,27.0088,1.9976,10.422,0,4.663,5.0186,2.0527,0.2984,0.0675,0.0078,0.0175,8570.2,138,22.8,2.3,4,17,0,0,0,0,0,6,1,2,0,1.0296,0.1662,0.0394,0.015,0.0026,1753.6,160.6,30.6,10.5,1.8,1.0149,0.1436,0.0267,0.0052,0.0006,6580.8,162.8,30.1,5.6,0.9,0.8102,0.8573,0.4633,0.1714,0.0679,0.0287,0.0191,0.0152,0.0057,0.0025,0.0027,7463.2,845.7,282,84.3,31.1,13.3,7.6,5.7,2,1,1.4,0,0,0,0,0,0,106,53,18,2,0,103,55,23,9
44799,Vs. Bryant,Balduzzi,all,game,44799.81303,44799.90736,8150,4.7744,207.276,21,862.4882,0,0,0,335.433,7.4467,56.5664,4.217,22.6086,0,5.8482,5.6223,3.6864,0.8248,0.1344,0.0853,0.0434,7693.8,375.2,45.3,25,10.7,29,0,0,0,0,0,11,6,2,2,2.0156,0.3085,0.0811,0.0241,0.0059,3221.2,257.7,55.4,14.2,3.8,2.0017,0.2761,0.05,0.0096,0.0018,4269.9,266.7,48.7,10.3,2.1,1.3263,1.641,0.9503,0.4517,0.208,0.0879,0.0488,0.0298,0.0135,0.0083,0.0089,5582.7,1627.2,561.8,216.3,85.5,34.7,18.1,11.1,5.1,3,4.5,0,0,0,0,0,0,208,101,23,6,0,193,97,33,20
44801,Vs. Merrimack,Balduzzi,all,game,44801.47144,44801.60363,11421,6.2634,158.905,26,1119.291,0,0,0,418.0565,7.2401,52.9553,3.9056,21.5122,0,5.7512,5.163,5.0112,0.9532,0.2003,0.0712,0.0275,10895.4,429.8,67.8,20.7,6.8,30,0,0,0,0,0,14,5,6,1,2.6873,0.3786,0.0955,0.0274,0.0092,4053.8,352.5,67.9,17.2,4.8,2.6419,0.352,0.0593,0.0103,0.002,6488.2,360.3,61.1,12.3,2.4,1.7462,2.4627,1.031,0.5683,0.2434,0.1022,0.0524,0.0232,0.0134,0.0087,0.0119,7872.5,2479.3,615.1,264,101.4,42.4,21.3,9.5,5.8,3.9,5.3,11420.5,0,0,0,0,0,273,102,33,8,0,231,111,44,24
